sender,subject,body,text,label,label_name
admin@free-money.net,Make money fast from home!,"PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!","Subject: Make money fast from home!

PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!",1,spam
offer@deals-today.biz,FREE iPhone 15 - Claim Now!,MAKE $5000 A WEEK FROM HOME! No experience needed. Thousands already making money! Click here to start TODAY. Limited spots available!!!,"Subject: FREE iPhone 15 - Claim Now!

MAKE $5000 A WEEK FROM HOME! No experience needed. Thousands already making money! Click here to start TODAY. Limited spots available!!!",1,spam
billing@service.com,Question about the report,Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.,"Subject: Question about the report

Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.",0,ham
team@startup.io,Your invoice is ready,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Your invoice is ready

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
billing@service.com,Feedback on your presentation,"Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.","Subject: Feedback on your presentation

Hey, are you guys doing anything this weekend? We're thinking of going hiking if the weather holds up.",0,ham
team@startup.io,Re: Project update,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Re: Project update

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
info@lottery-winner.co,Nigerian Prince needs your help,Your Netflix subscription has EXPIRED. Your account will be DELETED unless you renew immediately. Click here to update payment: http://netflix-billing-update.net,"Subject: Nigerian Prince needs your help

Your Netflix subscription has EXPIRED. Your account will be DELETED unless you renew immediately. Click here to update payment: http://netflix-billing-update.net",1,spam
billing@service.com,Question about the report,I'm forwarding you the email chain about the client request. Please get in touch with them directly.,"Subject: Question about the report

I'm forwarding you the email chain about the client request. Please get in touch with them directly.",0,ham
noreply@verify-account.xyz,FINAL NOTICE: Payment required,Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!,"Subject: FINAL NOTICE: Payment required

Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!",1,spam
offer@deals-today.biz,"YOU HAVE WON $1,000,000!!!",CONFIDENTIAL BUSINESS PROPOSAL: I am Prince Emmanuel Adeyemi of Nigeria. I have $45 million that I need to transfer out of the country. I need your help and will pay you 30% commission.,"Subject: YOU HAVE WON $1,000,000!!!

CONFIDENTIAL BUSINESS PROPOSAL: I am Prince Emmanuel Adeyemi of Nigeria. I have $45 million that I need to transfer out of the country. I need your help and will pay you 30% commission.",1,spam
billing@service.com,Welcome to the team,The server maintenance is scheduled for Sunday at 2 AM. Expected downtime is 2 hours. Please plan accordingly.,"Subject: Welcome to the team

The server maintenance is scheduled for Sunday at 2 AM. Expected downtime is 2 hours. Please plan accordingly.",0,ham
friend@gmail.com,Team standup notes,Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.,"Subject: Team standup notes

Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.",0,ham
billing@service.com,Follow-up from our call,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Follow-up from our call

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
support@paypa1-secure.ru,Nigerian Prince needs your help,Congratulations on your selection for our VIP program! You qualify for a $1000 loan with no credit check! Instant approval! Reply with your SSN to confirm eligibility.,"Subject: Nigerian Prince needs your help

Congratulations on your selection for our VIP program! You qualify for a $1000 loan with no credit check! Instant approval! Reply with your SSN to confirm eligibility.",1,spam
john.doe@company.com,Weekend plans,"Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.","Subject: Weekend plans

Great talking to you earlier! As discussed, I'll send over the proposal by end of day Thursday.",0,ham
team@startup.io,Question about the report,The quarterly sales report shows a 12% increase over last quarter. Great work from everyone on the sales team.,"Subject: Question about the report

The quarterly sales report shows a 12% increase over last quarter. Great work from everyone on the sales team.",0,ham
admin@free-money.net,Make money fast from home!,"Dear Friend, I found your email on the internet and I need a trustworthy person to help me claim my late husband's inheritance of $12.5 million. I will give you 40% as your share.","Subject: Make money fast from home!

Dear Friend, I found your email on the internet and I need a trustworthy person to help me claim my late husband's inheritance of $12.5 million. I will give you 40% as your share.",1,spam
billing@service.com,Question about the report,Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.,"Subject: Question about the report

Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.",0,ham
noreply@airline.com,Team standup notes,Are you free for lunch tomorrow around noon? I know a great Italian place near the office.,"Subject: Team standup notes

Are you free for lunch tomorrow around noon? I know a great Italian place near the office.",0,ham
noreply@verify-account.xyz,Urgent: Your account needs verification,"PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!","Subject: Urgent: Your account needs verification

PHARMACY SPECIAL: Cheap meds without prescription! Viagra, Cialis, and more! Discreet delivery worldwide! Best prices on the internet! Order now get 70% discount!!!",1,spam
hr@office.org,Follow-up from our call,The quarterly sales report shows a 12% increase over last quarter. Great work from everyone on the sales team.,"Subject: Follow-up from our call

The quarterly sales report shows a 12% increase over last quarter. Great work from everyone on the sales team.",0,ham
john.doe@company.com,Team standup notes,Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.,"Subject: Team standup notes

Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.",0,ham
billing@service.com,Welcome to the team,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Welcome to the team

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
friend@gmail.com,Weekend plans,"Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.","Subject: Weekend plans

Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.",0,ham
hr@office.org,Lunch tomorrow?,Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.,"Subject: Lunch tomorrow?

Just wanted to wish you a very happy birthday! Hope you have a wonderful day with family and friends.",0,ham
team@startup.io,Team standup notes,Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.,"Subject: Team standup notes

Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.",0,ham
billing@service.com,Lunch tomorrow?,Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.,"Subject: Lunch tomorrow?

Your interview is scheduled for Monday at 2:00 PM. Please bring a copy of your resume and portfolio.",0,ham
